                 UTC_Time	                Date_Time	       H	      D	      Z	      F
2016-06-08 16:04:00 +0000	2016-06-08 21:34:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 16:05:00 +0000	2016-06-08 21:35:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 16:06:00 +0000	2016-06-08 21:36:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 16:07:00 +0000	2016-06-08 21:37:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 16:08:00 +0000	2016-06-08 21:38:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 16:09:00 +0000	2016-06-08 21:39:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 16:10:00 +0000	2016-06-08 21:40:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 16:40:00 +0000	2016-06-08 22:10:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 16:41:00 +0000	2016-06-08 22:11:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 16:42:00 +0000	2016-06-08 22:12:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 16:43:00 +0000	2016-06-08 22:13:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 16:44:00 +0000	2016-06-08 22:14:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 16:45:00 +0000	2016-06-08 22:15:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 16:46:00 +0000	2016-06-08 22:16:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 16:47:00 +0000	2016-06-08 22:17:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 16:48:00 +0000	2016-06-08 22:18:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 16:49:00 +0000	2016-06-08 22:19:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 17:21:00 +0000	2016-06-08 22:51:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 17:22:00 +0000	2016-06-08 22:52:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 17:23:00 +0000	2016-06-08 22:53:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 17:24:00 +0000	2016-06-08 22:54:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 17:25:00 +0000	2016-06-08 22:55:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 17:26:00 +0000	2016-06-08 22:56:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 17:27:00 +0000	2016-06-08 22:57:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 17:28:00 +0000	2016-06-08 22:58:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 17:29:00 +0000	2016-06-08 22:59:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 17:30:00 +0000	2016-06-08 23:00:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 18:00:00 +0000	2016-06-08 23:30:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 18:01:00 +0000	2016-06-08 23:31:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 18:02:00 +0000	2016-06-08 23:32:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 18:03:00 +0000	2016-06-08 23:33:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 18:04:00 +0000	2016-06-08 23:34:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 18:05:00 +0000	2016-06-08 23:35:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 18:06:00 +0000	2016-06-08 23:36:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 18:07:00 +0000	2016-06-08 23:37:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 18:08:00 +0000	2016-06-08 23:38:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 18:09:00 +0000	2016-06-08 23:39:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 18:40:00 +0000	2016-06-09 00:10:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 18:41:00 +0000	2016-06-09 00:11:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 18:42:00 +0000	2016-06-09 00:12:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 18:43:00 +0000	2016-06-09 00:13:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 18:44:00 +0000	2016-06-09 00:14:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 18:45:00 +0000	2016-06-09 00:15:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 18:46:00 +0000	2016-06-09 00:16:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 18:47:00 +0000	2016-06-09 00:17:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 18:48:00 +0000	2016-06-09 00:18:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 18:49:00 +0000	2016-06-09 00:19:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 20:01:00 +0000	2016-06-09 01:31:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 20:02:00 +0000	2016-06-09 01:32:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 20:03:00 +0000	2016-06-09 01:33:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 20:04:00 +0000	2016-06-09 01:34:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 20:05:00 +0000	2016-06-09 01:35:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 20:06:00 +0000	2016-06-09 01:36:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 20:07:00 +0000	2016-06-09 01:37:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 20:08:00 +0000	2016-06-09 01:38:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 20:09:00 +0000	2016-06-09 01:39:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 20:10:00 +0000	2016-06-09 01:40:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 20:41:00 +0000	2016-06-09 02:11:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 20:42:00 +0000	2016-06-09 02:12:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 20:43:00 +0000	2016-06-09 02:13:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 20:44:00 +0000	2016-06-09 02:14:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 20:45:00 +0000	2016-06-09 02:15:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 20:46:00 +0000	2016-06-09 02:16:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 20:47:00 +0000	2016-06-09 02:17:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 20:48:00 +0000	2016-06-09 02:18:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 20:49:00 +0000	2016-06-09 02:19:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 20:50:00 +0000	2016-06-09 02:20:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 21:20:00 +0000	2016-06-09 02:50:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 21:21:00 +0000	2016-06-09 02:51:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 21:22:00 +0000	2016-06-09 02:52:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 21:23:00 +0000	2016-06-09 02:53:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 21:24:00 +0000	2016-06-09 02:54:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 21:25:00 +0000	2016-06-09 02:55:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 21:26:00 +0000	2016-06-09 02:56:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 21:27:00 +0000	2016-06-09 02:57:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 21:28:00 +0000	2016-06-09 02:58:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 21:29:00 +0000	2016-06-09 02:59:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 22:00:00 +0000	2016-06-09 03:30:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 22:01:00 +0000	2016-06-09 03:31:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 22:02:00 +0000	2016-06-09 03:32:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 22:03:00 +0000	2016-06-09 03:33:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 22:04:00 +0000	2016-06-09 03:34:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 22:05:00 +0000	2016-06-09 03:35:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 22:06:00 +0000	2016-06-09 03:36:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 22:07:00 +0000	2016-06-09 03:37:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 22:08:00 +0000	2016-06-09 03:38:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 22:09:00 +0000	2016-06-09 03:39:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 22:10:00 +0000	2016-06-09 03:40:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 22:40:00 +0000	2016-06-09 04:10:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 22:41:00 +0000	2016-06-09 04:11:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 22:42:00 +0000	2016-06-09 04:12:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 22:43:00 +0000	2016-06-09 04:13:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 22:44:00 +0000	2016-06-09 04:14:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 22:45:00 +0000	2016-06-09 04:15:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 22:46:00 +0000	2016-06-09 04:16:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 22:47:00 +0000	2016-06-09 04:17:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 22:48:00 +0000	2016-06-09 04:18:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 22:49:00 +0000	2016-06-09 04:19:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 23:20:00 +0000	2016-06-09 04:50:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 23:21:00 +0000	2016-06-09 04:51:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 23:22:00 +0000	2016-06-09 04:52:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 23:23:00 +0000	2016-06-09 04:53:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 23:24:00 +0000	2016-06-09 04:54:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 23:25:00 +0000	2016-06-09 04:55:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 23:26:00 +0000	2016-06-09 04:56:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 23:27:00 +0000	2016-06-09 04:57:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 23:28:00 +0000	2016-06-09 04:58:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 23:29:00 +0000	2016-06-09 04:59:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-06-08 23:30:00 +0000	2016-06-09 05:00:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 03:08:00 +0000	2016-07-09 08:38:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 03:09:00 +0000	2016-07-09 08:39:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 03:10:00 +0000	2016-07-09 08:40:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 03:11:00 +0000	2016-07-09 08:41:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 03:12:00 +0000	2016-07-09 08:42:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 03:13:00 +0000	2016-07-09 08:43:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 03:14:00 +0000	2016-07-09 08:44:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 03:15:00 +0000	2016-07-09 08:45:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 03:16:00 +0000	2016-07-09 08:46:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 03:17:00 +0000	2016-07-09 08:47:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 03:18:00 +0000	2016-07-09 08:48:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 03:19:00 +0000	2016-07-09 08:49:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 03:20:00 +0000	2016-07-09 08:50:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 03:21:00 +0000	2016-07-09 08:51:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 03:22:00 +0000	2016-07-09 08:52:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 03:23:00 +0000	2016-07-09 08:53:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 03:24:00 +0000	2016-07-09 08:54:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 03:25:00 +0000	2016-07-09 08:55:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 03:26:00 +0000	2016-07-09 08:56:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 03:27:00 +0000	2016-07-09 08:57:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 03:28:00 +0000	2016-07-09 08:58:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 03:29:00 +0000	2016-07-09 08:59:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 03:30:00 +0000	2016-07-09 09:00:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 03:31:00 +0000	2016-07-09 09:01:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 03:32:00 +0000	2016-07-09 09:02:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 03:33:00 +0000	2016-07-09 09:03:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 03:34:00 +0000	2016-07-09 09:04:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 03:35:00 +0000	2016-07-09 09:05:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 03:36:00 +0000	2016-07-09 09:06:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 03:37:00 +0000	2016-07-09 09:07:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 03:38:00 +0000	2016-07-09 09:08:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 03:39:00 +0000	2016-07-09 09:09:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 03:40:00 +0000	2016-07-09 09:10:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 03:41:00 +0000	2016-07-09 09:11:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 03:42:00 +0000	2016-07-09 09:12:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 03:43:00 +0000	2016-07-09 09:13:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 03:44:00 +0000	2016-07-09 09:14:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 03:45:00 +0000	2016-07-09 09:15:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 03:46:00 +0000	2016-07-09 09:16:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 03:47:00 +0000	2016-07-09 09:17:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 03:48:00 +0000	2016-07-09 09:18:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 03:49:00 +0000	2016-07-09 09:19:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 03:50:00 +0000	2016-07-09 09:20:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 03:51:00 +0000	2016-07-09 09:21:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 03:52:00 +0000	2016-07-09 09:22:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 03:53:00 +0000	2016-07-09 09:23:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 03:54:00 +0000	2016-07-09 09:24:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 03:55:00 +0000	2016-07-09 09:25:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 03:56:00 +0000	2016-07-09 09:26:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 03:57:00 +0000	2016-07-09 09:27:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 03:58:00 +0000	2016-07-09 09:28:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 03:59:00 +0000	2016-07-09 09:29:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:00:00 +0000	2016-07-09 09:30:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:01:00 +0000	2016-07-09 09:31:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:02:00 +0000	2016-07-09 09:32:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:03:00 +0000	2016-07-09 09:33:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:04:00 +0000	2016-07-09 09:34:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:05:00 +0000	2016-07-09 09:35:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:06:00 +0000	2016-07-09 09:36:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:07:00 +0000	2016-07-09 09:37:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:08:00 +0000	2016-07-09 09:38:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:09:00 +0000	2016-07-09 09:39:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:10:00 +0000	2016-07-09 09:40:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:11:00 +0000	2016-07-09 09:41:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:12:00 +0000	2016-07-09 09:42:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:13:00 +0000	2016-07-09 09:43:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:14:00 +0000	2016-07-09 09:44:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:15:00 +0000	2016-07-09 09:45:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:16:00 +0000	2016-07-09 09:46:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:17:00 +0000	2016-07-09 09:47:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:18:00 +0000	2016-07-09 09:48:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:19:00 +0000	2016-07-09 09:49:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:20:00 +0000	2016-07-09 09:50:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:21:00 +0000	2016-07-09 09:51:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:22:00 +0000	2016-07-09 09:52:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:23:00 +0000	2016-07-09 09:53:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:24:00 +0000	2016-07-09 09:54:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:25:00 +0000	2016-07-09 09:55:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:26:00 +0000	2016-07-09 09:56:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:27:00 +0000	2016-07-09 09:57:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:28:00 +0000	2016-07-09 09:58:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:29:00 +0000	2016-07-09 09:59:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:30:00 +0000	2016-07-09 10:00:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:31:00 +0000	2016-07-09 10:01:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:32:00 +0000	2016-07-09 10:02:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:33:00 +0000	2016-07-09 10:03:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:34:00 +0000	2016-07-09 10:04:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:35:00 +0000	2016-07-09 10:05:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:36:00 +0000	2016-07-09 10:06:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:37:00 +0000	2016-07-09 10:07:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:38:00 +0000	2016-07-09 10:08:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:39:00 +0000	2016-07-09 10:09:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:40:00 +0000	2016-07-09 10:10:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:41:00 +0000	2016-07-09 10:11:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:42:00 +0000	2016-07-09 10:12:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:43:00 +0000	2016-07-09 10:13:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:44:00 +0000	2016-07-09 10:14:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:45:00 +0000	2016-07-09 10:15:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:46:00 +0000	2016-07-09 10:16:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:47:00 +0000	2016-07-09 10:17:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:48:00 +0000	2016-07-09 10:18:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:49:00 +0000	2016-07-09 10:19:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:50:00 +0000	2016-07-09 10:20:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:51:00 +0000	2016-07-09 10:21:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:52:00 +0000	2016-07-09 10:22:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:53:00 +0000	2016-07-09 10:23:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:54:00 +0000	2016-07-09 10:24:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:55:00 +0000	2016-07-09 10:25:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:56:00 +0000	2016-07-09 10:26:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:57:00 +0000	2016-07-09 10:27:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:58:00 +0000	2016-07-09 10:28:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 04:59:00 +0000	2016-07-09 10:29:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 05:00:00 +0000	2016-07-09 10:30:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 05:01:00 +0000	2016-07-09 10:31:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 05:02:00 +0000	2016-07-09 10:32:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 05:03:00 +0000	2016-07-09 10:33:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 05:04:00 +0000	2016-07-09 10:34:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 05:05:00 +0000	2016-07-09 10:35:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 05:06:00 +0000	2016-07-09 10:36:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 05:07:00 +0000	2016-07-09 10:37:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 05:08:00 +0000	2016-07-09 10:38:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 05:09:00 +0000	2016-07-09 10:39:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 05:10:00 +0000	2016-07-09 10:40:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 05:11:00 +0000	2016-07-09 10:41:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 05:12:00 +0000	2016-07-09 10:42:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 05:13:00 +0000	2016-07-09 10:43:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 05:14:00 +0000	2016-07-09 10:44:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 05:15:00 +0000	2016-07-09 10:45:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 05:16:00 +0000	2016-07-09 10:46:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 05:17:00 +0000	2016-07-09 10:47:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 05:18:00 +0000	2016-07-09 10:48:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 05:19:00 +0000	2016-07-09 10:49:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 05:20:00 +0000	2016-07-09 10:50:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 05:21:00 +0000	2016-07-09 10:51:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 05:22:00 +0000	2016-07-09 10:52:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 05:23:00 +0000	2016-07-09 10:53:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 05:24:00 +0000	2016-07-09 10:54:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 05:25:00 +0000	2016-07-09 10:55:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 05:26:00 +0000	2016-07-09 10:56:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 05:27:00 +0000	2016-07-09 10:57:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 05:28:00 +0000	2016-07-09 10:58:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 05:29:00 +0000	2016-07-09 10:59:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 05:30:00 +0000	2016-07-09 11:00:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 05:31:00 +0000	2016-07-09 11:01:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 05:32:00 +0000	2016-07-09 11:02:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 05:33:00 +0000	2016-07-09 11:03:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 05:34:00 +0000	2016-07-09 11:04:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 05:35:00 +0000	2016-07-09 11:05:00 +0530	  1.00	  1.00	  1.00	  1.00
2016-07-09 05:36:00 +0000	2016-07-09 11:06:00 +0530	  1.00	  1.00	  1.00	  1.00
